itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
378,         blue_9d_almirah,1,1,8670,5,0,1,1,10
379,         blue_6d_almirah,1,1,6502,5,0,1,1,10
380,         blue_3d_almirah,1,1,4876,5,0,1,1,10
381,        green_9d_almirah,1,1,8670,5,0,1,1,10
382,        green_6d_almirah,1,1,6502,5,0,1,1,10
383,        green_3d_almirah,1,1,4876,5,0,1,1,10
384,       yellow_9d_almirah,1,1,8670,5,0,1,1,10
385,       yellow_6d_almirah,1,1,6502,5,0,1,1,10
386,       yellow_3d_almirah,1,1,4876,5,0,1,1,10
387,        white_9d_almirah,1,1,8670,5,0,1,1,10
388,        white_6d_almirah,1,1,6502,5,0,1,1,10
389,        white_3d_almirah,1,1,4876,5,0,1,1,10
390,            carmine_desk,1,1,4000,5,0,1,1,10
391,           cerulean_desk,1,1,1050,5,0,1,1,10
392,             myrtle_desk,1,1,4000,5,0,1,1,10
393,               ecru_desk,1,1,4000,5,0,1,1,10
394,        b._tarutaru_desk,1,1,1443,5,0,1,1,10
395,        g._tarutaru_desk,1,1,4876,5,0,1,1,10
396,        y._tarutaru_desk,1,1,4986,5,0,1,1,10
397,        w._tarutaru_desk,1,1,1028,5,0,1,1,10
398,        red_mahogany_bed,1,1,2088,5,0,1,1,10
399,       blue_mahogany_bed,1,1,1084,5,0,1,1,10
400,        gr._mahogany_bed,1,1,1897,5,0,1,1,10
401,      yell._mahogany_bed,1,1,4055,5,0,1,1,10
402,         blue_nobles_bed,1,1,2447,5,0,1,1,10
403,        green_nobles_bed,1,1,4523,5,0,1,1,10
404,         yel._nobles_bed,1,1,1426,5,0,1,1,10
405,        white_nobles_bed,1,1,12550,5,0,1,1,10
406,      b._tarutaru_screen,1,1,414,5,0,1,1,10
407,      g._tarutaru_screen,1,1,3102,5,0,1,1,10
408,      y._tarutaru_screen,1,1,4380,5,0,1,1,10
409,      w._tarutaru_screen,1,1,2883,5,0,1,1,10
410,         red_round_table,1,1,4944,5,0,1,1,10
411,        blue_round_table,1,1,4944,5,0,1,1,10
412,        green_rnd._table,1,1,4944,5,0,1,1,10
413,       yellow_rnd._table,1,1,4944,5,0,1,1,10
414,        white_rnd._table,1,1,4944,5,0,1,1,10
416,               tomeshelf,1,1,3427,5,0,1,1,10
417,           storage_hutch,1,1,1525,5,0,1,1,10
418,           tidings_board,1,1,6000,5,0,1,1,10
419,           leisure_table,1,1,2729,5,0,1,1,10
420,           meadsweet_pot,1,1,1334,5,0,1,1,10
421,          r._orchid_vase,1,1,1131,5,0,1,1,10
422,         elshimo_pachira,1,1,4065,5,0,1,1,10
423,            tavern_bench,1,1,1010,5,0,1,1,10
424,          feasting_table,1,1,2857,5,0,1,1,10
425,               girandola,1,1,1372,5,0,1,1,10
427,            rococo_table,1,1,3099,5,0,1,1,10
428,               semainier,1,1,3146,5,0,1,1,10
429,        r._storm_lantern,1,1,2047,5,0,1,1,10
430,        b._storm_lantern,1,1,3811,5,0,1,1,10
431,        g._storm_lantern,1,1,3427,5,0,1,1,10
432,        y._storm_lantern,1,1,2475,5,0,1,1,10
433,        w._storm_lantern,1,1,4594,5,0,1,1,10
434,         isula_sideboard,1,1,1765,5,0,1,1,10
435,         jeunoan_dresser,1,1,1500,5,0,1,1,10
436,         jeunoan_armoire,1,1,2934,5,0,1,1,10
437,       floral_nightstand,1,1,4878,5,0,1,1,10
439,            planus_table,1,1,18287,5,0,1,1,10
440,              squat_desk,1,1,4858,5,0,1,1,10
442,            gilded_chest,1,1,3597,5,0,1,1,10
443,           aureous_chest,1,1,3179,5,0,1,1,10
444,         luxurious_chest,1,1,2546,5,0,1,1,10
446,            gilded_shelf,1,1,1028,5,0,1,1,10
447,            mensa_lunata,1,1,4820,5,0,1,1,10
448,                gueridon,1,1,3418,5,0,1,1,10
449,          personal_table,1,1,3020,5,0,1,1,10
450,             candelabrum,1,1,4788,5,0,1,1,10
459,           candle_holder,1,1,4619,5,0,1,1,10
460,          bakery_platter,1,1,4838,5,0,1,1,10
472,           bkn._s.h._rod,1,1,2698,5,0,1,1,10
473,        broken_comp._rod,1,1,2114,5,0,1,1,10
482,        bkn._clothespole,1,1,1968,5,0,1,1,10
483,        bkn._mithran_rod,1,1,4643,5,0,1,1,10
484,          bkn._taru._rod,1,1,3617,5,0,1,1,10
485,         bkn._willow_rod,1,1,1230,5,0,1,1,10
486,            bkn._yew_rod,1,1,2666,5,0,1,1,10
487,         bkn._bamboo_rod,1,1,2398,5,0,1,1,10
488,          bkn._fast._rod,1,1,2361,5,0,1,1,10
489,             bkn._lu_rod,1,1,4977,5,0,1,1,10
490,         bkn._carbon_rod,1,1,4635,5,0,1,1,10
491,          bkn._glass_rod,1,1,1853,5,0,1,1,10
492,       drachenfall_water,1,1,3434,5,0,1,1,10
493,           brass_canteen,1,1,3892,5,0,1,1,10
496,         qdv._chestplate,1,1,4703,5,1,1,5595,10
497,             gigas_socks,1,1,3469,5,1,1,8965,10
498,         yagudo_necklace,1,1,4015,5,1,1,7008,10
499,          gigas_necklace,1,1,1210,5,1,1,8243,10
501,             quadav_helm,1,1,5,5,1,1,60,10
503,                 sunsand,1,1,3677,5,1,1,7205,10
505,               sheepskin,1,1,19,5,1,1,228,10
506,          coeurl_leather,1,1,1287,5,1,1,15444,10
507,             goblin_mail,1,1,4482,5,1,1,6403,10
508,             goblin_helm,1,1,4878,5,1,1,9635,10
509,                orc_mask,1,1,3381,5,0,1,1,10
510,            goblin_armor,1,1,1677,5,1,1,9742,10
511,             goblin_mask,1,1,3619,5,1,1,7813,10
529,             luminicloth,1,1,241,5,1,1,2892,10
532,         magicmart_flyer,1,1,4139,5,1,1,9996,10
533,          derfland_humus,1,1,800,5,0,1,1,10
534,          gausebit_grass,1,1,200,5,1,1,2400,10
536,         adventurer_cpn.,1,1,3063,5,0,1,1,10
544,            test_answers,1,1,4760,5,0,1,1,10
546,           starfall_tear,1,1,854,5,0,1,1,10
548,         tenshodo_invite,1,1,3566,5,0,1,1,10
550,             steam_clock,1,1,48,5,0,1,1,10
551,       bruised_starfruit,1,1,2718,5,0,1,1,10
560,             zeruhn_soot,1,1,1295,5,1,1,6859,10
564,         fingernail_sack,1,1,2617,5,1,1,8901,10
565,              teeth_sack,1,1,4905,5,1,1,5693,10
566,              goblin_cup,1,1,1142,5,1,1,8403,10
568,              goblin_die,1,1,1330,5,1,1,9077,10
572,              herb_seeds,1,1,70,5,1,1,840,10
573,         vegetable_seeds,1,1,70,5,1,1,840,10
574,             fruit_seeds,1,1,80,5,1,1,960,10
575,             grain_seeds,1,1,70,5,1,1,840,10
581,               starfruit,1,1,24,5,0,1,1,10
596,        quadav_backplate,1,1,126,5,1,1,1512,10
597,             mine_gravel,1,1,126,5,0,1,1,10
605,                 pickaxe,1,1,50,5,1,1,4950,10
606,             fetich_head,1,1,194,5,0,1,1,10
607,            fetich_torso,1,1,204,5,0,1,1,10
608,             fetich_arms,1,1,200,5,0,1,1,10
609,             fetich_legs,1,1,200,5,0,1,1,10
610,          san_dor._flour,1,1,15,5,1,1,180,10
611,               rye_flour,1,1,1,5,1,1,12,10
612,          kazham_peppers,1,1,15,5,1,1,180,10
614,           mhaura_garlic,1,1,20,5,1,1,240,10
615,          selbina_butter,1,1,15,5,1,1,180,10
616,               pie_dough,1,1,20,5,1,1,240,10
617,                  ginger,1,1,31,5,1,1,372,10
618,               blue_peas,1,1,7,5,1,1,84,10
619,                  popoto,1,1,11,5,1,1,132,10
620,           tarutaru_rice,1,1,15,5,1,1,180,10
621,          crying_mustard,1,1,7,5,1,1,84,10
622,          dried_marjoram,1,1,12,5,1,1,144,10
623,              bay_leaves,1,1,25,5,1,1,300,10
624,             pamtam_kelp,1,1,8,5,1,1,96,10
625,           apple_vinegar,1,1,22,5,1,1,264,10
626,            black_pepper,1,1,51,5,1,1,612,10
627,             maple_sugar,1,1,10,5,1,1,120,10
628,                cinnamon,1,1,51,5,1,1,612,10
629,             millioncorn,1,1,12,5,1,1,144,10
630,            ogre_pumpkin,1,1,24,5,1,1,288,10
631,              horo_flour,1,1,9,5,1,1,108,10
632,             kukuru_bean,1,1,30,5,1,1,360,10
633,               olive_oil,1,1,3,5,1,1,36,10
635,         win._tea_leaves,1,1,4,5,1,1,48,10
636,               chamomile,1,1,26,5,1,1,312,10
637,               slime_oil,1,1,250,5,1,1,3000,10
638,                    sage,1,1,37,5,1,1,444,10
639,                chestnut,1,1,30,5,1,1,360,10
640,              copper_ore,1,1,3,5,1,1,36,10
641,                 tin_ore,1,1,10,5,1,1,120,10
642,                zinc_ore,1,1,25,5,1,1,300,10
643,                iron_ore,1,1,150,5,1,1,1800,10
644,             mythril_ore,1,1,250,5,1,1,3000,10
645,           darksteel_ore,1,1,475,5,1,1,5700,10
646,              adaman_ore,1,1,725,5,1,1,8700,10
647,          molybdenum_ore,1,1,5000,5,1,1,60000,10
648,            copper_ingot,1,1,30,5,1,1,360,10
649,            bronze_ingot,1,1,19,5,1,1,228,10
650,             brass_ingot,1,1,48,5,1,1,576,10
651,              iron_ingot,1,1,600,5,1,1,7200,10
652,             steel_ingot,1,1,750,5,1,1,9000,10
653,           mythril_ingot,1,1,1250,5,1,1,15000,10
654,         darksteel_ingot,1,1,2375,5,1,1,28500,10
655,            adaman_ingot,1,1,3625,5,1,1,43500,10
656,               beastcoin,1,1,10,5,1,1,120,10
657,             tama-hagane,1,1,904,5,1,1,10848,10
658,          damascus_ingot,1,1,10000,5,1,1,120000,10
659,               tin_ingot,1,1,45,5,1,1,540,10
660,            bronze_sheet,1,1,23,5,1,1,276,10
661,             brass_sheet,1,1,60,5,1,1,720,10
662,              iron_sheet,1,1,900,5,1,1,10800,10
663,           mythril_sheet,1,1,1500,5,1,1,18000,10
664,         darksteel_sheet,1,1,2850,5,1,1,34200,10
665,            adaman_sheet,1,1,1397,5,1,1,16764,10
666,             steel_sheet,1,1,1200,5,1,1,14400,10
667,        blsd._mtl._sheet,1,1,1600,5,1,1,19200,10
668,              ocl._sheet,1,1,16000,5,1,1,192000,10
669,             mlbd._sheet,1,1,8100,5,1,1,97200,10
670,          aluminum_sheet,1,1,822,5,1,1,9864,10
671,            silver_sheet,1,1,341,5,1,1,4092,10
672,           bronze_scales,1,1,26,5,1,1,312,10
673,            brass_scales,1,1,71,5,1,1,852,10
674,             iron_scales,1,1,1071,5,1,1,12852,10
675,           adaman_scales,1,1,1512,5,1,1,18144,10
676,            steel_scales,1,1,1400,5,1,1,16800,10
678,            aluminum_ore,1,1,204,5,1,1,2448,10
679,          aluminum_ingot,1,1,1000,5,1,1,12000,10
680,              iron_chain,1,1,1050,5,1,1,12600,10
681,           mythril_chain,1,1,1750,5,1,1,21000,10
682,         darksteel_chain,1,1,3391,5,1,1,40692,10
683,            adaman_chain,1,1,7250,5,1,1,87000,10
684,          aluminum_chain,1,1,953,5,1,1,11436,10
685,              khroma_ore,1,1,725,5,1,1,8700,10
686,         im._wootz_ingot,1,1,3770,5,1,1,45240,10
688,           arrowwood_log,1,1,5,5,1,1,60,10
689,               lauan_log,1,1,9,5,1,1,108,10
690,                 elm_log,1,1,384,5,1,1,4608,10
691,               maple_log,1,1,15,5,1,1,180,10
692,               beech_log,1,1,1595,5,1,1,19140,10
693,              walnut_log,1,1,122,5,1,1,1464,10
694,            chestnut_log,1,1,471,5,1,1,5652,10
695,              willow_log,1,1,40,5,1,1,480,10
696,                 yew_log,1,1,89,5,1,1,1068,10
697,               holly_log,1,1,143,5,1,1,1716,10
698,                 ash_log,1,1,24,5,1,1,288,10
699,                 oak_log,1,1,790,5,1,1,9480,10
700,            mahogany_log,1,1,1100,5,1,1,13200,10
701,            rosewood_log,1,1,920,5,1,1,11040,10
702,               ebony_log,1,1,1280,5,1,1,15360,10
703,           petrified_log,1,1,2150,5,1,1,25800,10
704,            bamboo_stick,1,1,36,5,1,1,432,10
705,          arrowwood_lbr.,1,1,1,5,1,1,12,10
706,            lauan_lumber,1,1,9,5,1,1,108,10
707,              elm_lumber,1,1,383,5,1,1,4596,10
708,            maple_lumber,1,1,14,5,1,1,168,10
709,            beech_lumber,1,1,19,5,1,1,228,10
710,         chestnut_lumber,1,1,473,5,1,1,5676,10
711,           walnut_lumber,1,1,118,5,1,1,1416,10
712,           willow_lumber,1,1,40,5,1,1,480,10
713,              yew_lumber,1,1,88,5,1,1,1056,10
714,            holly_lumber,1,1,162,5,1,1,1944,10
715,              ash_lumber,1,1,23,5,1,1,276,10
716,              oak_lumber,1,1,790,5,1,1,9480,10
717,           mahogany_lbr.,1,1,1100,5,1,1,13200,10
718,           rosewood_lbr.,1,1,980,5,1,1,11760,10
719,            ebony_lumber,1,1,1280,5,1,1,15360,10
720,          ancient_lumber,1,1,2150,5,1,1,25800,10
721,           rattan_lumber,1,1,40,5,1,1,480,10
722,              divine_log,1,1,1720,5,1,1,20640,10
723,           divine_lumber,1,1,2900,5,1,1,34800,10
726,        stl._wal._lumber,1,1,60,5,1,1,720,10
727,             dogwood_log,1,1,5,5,1,1,60,10
728,           dogwd._lumber,1,1,5,5,1,1,60,10
729,           bloodwood_log,1,1,1300,5,1,1,15600,10
730,           bldwd._lumber,1,1,1387,5,1,1,16644,10
736,              silver_ore,1,1,70,5,1,1,840,10
737,                gold_ore,1,1,420,5,1,1,5040,10
738,            platinum_ore,1,1,780,5,1,1,9360,10
739,          orichalcum_ore,1,1,850,5,1,1,10200,10
744,            silver_ingot,1,1,350,5,1,1,4200,10
745,              gold_ingot,1,1,2100,5,1,1,25200,10
746,          platinum_ingot,1,1,3900,5,1,1,46800,10
747,              ocl._ingot,1,1,16000,5,1,1,192000,10
748,          gold_beastcoin,1,1,420,5,1,1,5040,10
749,          mtl._beastcoin,1,1,47,5,1,1,564,10
750,        silver_beastcoin,1,1,28,5,1,1,336,10
751,          plt._beastcoin,1,1,840,5,1,1,10080,10
752,              gold_sheet,1,1,2065,5,1,1,24780,10
754,          platinum_sheet,1,1,3750,5,1,1,45000,10
760,            silver_chain,1,1,1560,5,1,1,18720,10
761,              gold_chain,1,1,2127,5,1,1,25524,10
762,          platinum_chain,1,1,1068,5,1,1,12816,10
763,              ocl._chain,1,1,13800,5,1,1,165600,10
764,             brass_chain,1,1,55,5,1,1,660,10
768,             flint_stone,1,1,5,5,1,1,60,10
769,                red_rock,1,1,200,5,1,1,2400,10
770,               blue_rock,1,1,200,5,1,1,2400,10
771,             yellow_rock,1,1,200,5,1,1,2400,10
772,              green_rock,1,1,205,5,1,1,2460,10
773,        translucent_rock,1,1,200,5,1,1,2400,10
774,             purple_rock,1,1,201,5,1,1,2412,10
775,              black_rock,1,1,202,5,1,1,2424,10
776,              white_rock,1,1,200,5,1,1,2400,10
784,                 jadeite,1,1,2400,5,1,1,28800,10
785,                 emerald,1,1,3800,5,1,1,45600,10
786,                    ruby,1,1,3800,5,1,1,45600,10
787,                 diamond,1,1,3800,5,1,1,45600,10
788,                 peridot,1,1,1200,5,1,1,14400,10
789,                   topaz,1,1,3800,5,1,1,45600,10
790,                  garnet,1,1,1200,5,1,1,14400,10
791,              aquamarine,1,1,2448,5,1,1,29376,10
792,                   pearl,1,1,1200,5,1,1,14400,10
793,             black_pearl,1,1,1200,5,1,1,14400,10
794,                sapphire,1,1,3800,5,1,1,45600,10
795,            lapis_lazuli,1,1,212,5,1,1,2544,10
796,              light_opal,1,1,207,5,1,1,2484,10
797,                 painite,1,1,2400,5,1,1,28800,10
798,               turquoise,1,1,1224,5,1,1,14688,10
799,                    onyx,1,1,207,5,1,1,2484,10
800,                amethyst,1,1,207,5,1,1,2484,10
801,             chrysoberyl,1,1,2460,5,1,1,29520,10
802,               moonstone,1,1,2400,5,1,1,28800,10
803,                sunstone,1,1,2454,5,1,1,29448,10
804,                  spinel,1,1,3800,5,1,1,45600,10
805,                  zircon,1,1,2400,5,1,1,28800,10
806,              tourmaline,1,1,211,5,1,1,2532,10
807,                sardonyx,1,1,207,5,1,1,2484,10
808,               goshenite,1,1,1200,5,1,1,14400,10
809,             clear_topaz,1,1,200,5,1,1,2400,10
810,                fluorite,1,1,2328,5,1,1,27936,10
811,                ametrine,1,1,1200,5,1,1,14400,10
812,              deathstone,1,1,3800,5,1,1,45600,10
813,              angelstone,1,1,3800,5,1,1,45600,10
814,                   amber,1,1,328,5,1,1,3936,10
815,                  sphene,1,1,1224,5,1,1,14688,10
816,             silk_thread,1,1,203,5,1,1,2436,10
817,            grass_thread,1,1,15,5,1,1,180,10
818,           cotton_thread,1,1,37,5,1,1,444,10
819,            linen_thread,1,1,102,5,1,1,1224,10
820,             wool_thread,1,1,600,5,1,1,7200,10
821,          rainbow_thread,1,1,1320,5,1,1,15840,10
822,           silver_thread,1,1,200,5,1,1,2400,10
823,             gold_thread,1,1,1140,5,1,1,13680,10
824,             grass_cloth,1,1,80,5,1,1,960,10
825,            cotton_cloth,1,1,160,5,1,1,1920,10
826,             linen_cloth,1,1,582,5,1,1,6984,10
827,              wool_cloth,1,1,1800,5,1,1,21600,10
828,            velvet_cloth,1,1,561,5,1,1,6732,10
829,              silk_cloth,1,1,1050,5,1,1,12600,10
830,           rainbow_cloth,1,1,3915,5,1,1,46980,10
831,           shining_cloth,1,1,9750,5,1,1,117000,10
832,              sheep_wool,1,1,150,5,1,1,1800,10
833,              moko_grass,1,1,5,5,1,1,60,10
834,           saruta_cotton,1,1,10,5,1,1,120,10
835,             flax_flower,1,1,50,5,1,1,600,10
836,         damascene_cloth,1,1,5000,5,1,1,60000,10
837,           malboro_fiber,1,1,5000,5,1,1,60000,10
838,              spider_web,1,1,660,5,1,1,7920,10
839,          crawler_cocoon,1,1,31,5,1,1,372,10
840,           chocobo_fthr.,1,1,2,5,1,1,24,10
841,          yagudo_feather,1,1,10,5,1,1,120,10
842,        giant_bird_fthr.,1,1,153,5,1,1,1836,10
843,           g._bird_plume,1,1,538,5,1,1,6456,10
844,         phoenix_feather,1,1,1560,5,1,1,18720,10
845,        black_c._feather,1,1,251,5,1,1,3012,10
846,             insect_wing,1,1,20,5,1,1,240,10
847,            bird_feather,1,1,1,5,1,1,12,10
848,         dhalmel_leather,1,1,466,5,1,1,5592,10
849,             undead_skin,1,1,800,5,1,1,9600,10
850,           sheep_leather,1,1,50,5,1,1,600,10
851,             ram_leather,1,1,604,5,1,1,7248,10
852,             lizard_skin,1,1,65,5,1,1,780,10
853,             raptor_skin,1,1,479,5,1,1,5748,10
854,         cockatrice_skin,1,1,589,5,1,1,7068,10
855,           tiger_leather,1,1,768,5,1,1,9216,10
856,             rabbit_hide,1,1,15,5,1,1,180,10
857,            dhalmel_hide,1,1,200,5,1,1,2400,10
858,               wolf_hide,1,1,129,5,1,1,1548,10
859,                ram_skin,1,1,250,5,1,1,3000,10
860,           behemoth_hide,1,1,750,5,1,1,9000,10
861,              tiger_hide,1,1,350,5,1,1,4200,10
862,          behem._leather,1,1,1500,5,1,1,18000,10
863,             coeurl_hide,1,1,600,5,1,1,7200,10
864,             fish_scales,1,1,24,5,1,1,288,10
865,          nidhogg_scales,1,1,344,5,1,1,4128,10
866,           wyvern_scales,1,1,1040,5,1,1,12480,10
867,           dragon_scales,1,1,4450,5,1,1,53400,10
868,            pugil_scales,1,1,24,5,1,1,288,10
869,             lizard_molt,1,1,5,5,1,1,60,10
870,         smth._shp._lth.,1,1,32,5,1,1,384,10
871,        calig._wolf_hide,1,1,493,5,1,1,5916,10
872,         tgh._dhal._lth.,1,1,466,5,1,1,5592,10
873,          light_ram_lth.,1,1,592,5,1,1,7104,10
874,          amaltheia_hide,1,1,1325,5,1,1,15900,10
875,          amaltheia_lth.,1,1,2650,5,1,1,31800,10
876,              manta_skin,1,1,1017,5,1,1,12204,10
877,           manta_leather,1,1,1101,5,1,1,13212,10
878,            karakul_skin,1,1,19,5,1,1,228,10
879,         karakul_leather,1,1,197,5,1,1,2364,10
880,               bone_chip,1,1,19,5,1,1,228,10
881,              crab_shell,1,1,383,5,1,1,4596,10
882,             sheep_tooth,1,1,48,5,1,1,576,10
883,           behemoth_horn,1,1,4375,5,1,1,52500,10
884,         blk._tiger_fang,1,1,430,5,1,1,5160,10
885,            turtle_shell,1,1,1224,5,1,1,14688,10
886,             demon_skull,1,1,3562,5,1,1,42744,10
